0.8302,0.0189,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0377,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0377,0.0189,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0189,0.0000,0.0189,0.0189,0.0000
0.0164,0.8852,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0164,0.0000,0.0000,0.0000,0.0000,0.0164,0.0000,0.0000,0.0164,0.0000,0.0000,0.0164,0.0000,0.0164,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0164,0.0000,0.0000,0.0000,0.0000
0.0182,0.0000,0.8727,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0182,0.0000,0.0000,0.0000,0.0000,0.0000,0.0182,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0182,0.0000,0.0182,0.0364,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0204,0.0000,0.8163,0.0204,0.0000,0.0000,0.0000,0.0000,0.0204,0.0000,0.0000,0.0000,0.0000,0.0000,0.0204,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0204,0.0000,0.0204,0.0204,0.0204,0.0000,0.0000,0.0000,0.0000,0.0000,0.0204,0.0000
0.0000,0.0000,0.0000,0.0000,0.7925,0.0000,0.0000,0.0000,0.0189,0.0000,0.0000,0.0000,0.0000,0.0000,0.0189,0.0000,0.0000,0.0000,0.0000,0.0000,0.0189,0.0566,0.0189,0.0000,0.0000,0.0189,0.0000,0.0000,0.0000,0.0000,0.0189,0.0000,0.0000,0.0189,0.0189,0.0000,0.0000
0.0000,0.0179,0.0000,0.0000,0.0000,0.8750,0.0000,0.0000,0.0000,0.0000,0.0179,0.0000,0.0179,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0179,0.0000,0.0000,0.0000,0.0000,0.0179,0.0179,0.0000,0.0000,0.0179,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0238,0.0000,0.0000,0.0000,0.0000,0.7143,0.0000,0.0476,0.0000,0.0000,0.0238,0.0000,0.0238,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0238,0.0238,0.0238,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0238,0.0476,0.0000,0.0000,0.0238
0.0000,0.0000,0.0000,0.0000,0.0159,0.0000,0.0000,0.8730,0.0159,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0159,0.0159,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0159,0.0159,0.0000,0.0000,0.0159,0.0000,0.0159,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8980,0.0000,0.0204,0.0000,0.0000,0.0000,0.0000,0.0204,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0204,0.0000,0.0000,0.0204,0.0000,0.0204,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0213,0.0426,0.0213,0.0000,0.0000,0.8511,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0426,0.0000,0.0000,0.0213,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
